job_id,job_title,company_name,industry,location,employment_type,experience_level,salary_min_usd,salary_max_usd,required_skills,languages_required,degree_required,posted_date,is_active,description
JOB06454,Radiologist,Pharmacie de la Gare,Healthcare,Takeo,Full-time,Mid Level,495,1780,"Java, Leadership, English","Khmer, English, Chinese",Master,2025-08-26,True,We are seeking a talented Radiologist to join Pharmacie de la Gare. This position offers competitive salary and benefits in Healthcare.
JOB06455,Warehouse Supervisor,Pou Chen Group Cambodia,Manufacturing,Phnom Penh,Full-time,Senior,1657,3467,"PHP, Java, JavaScript, Customer Service, PowerPoint, Leadership","Khmer, English",PhD,2025-10-26,True,We are seeking a talented Warehouse Supervisor to join Pou Chen Group Cambodia. This position offers competitive salary and benefits in Manufacturing.
JOB06456,Librarian,Zaman University,Education,Prey Veng,Internship,Mid Level,959,1576,"Adobe Photoshop, SEO, React, Microsoft Office, PowerPoint","Khmer, English, Chinese",Bachelor,2025-09-23,True,We are seeking a talented Librarian to join Zaman University. This position offers competitive salary and benefits in Education.
JOB06457,Nurse,Pharmacie de la Gare,Healthcare,Kampong Speu,Contract,Mid Level,687,2027,"Project Management, Driving License, Python, Customer Service, Adobe Illustrator","Khmer, English",Master,2025-08-13,True,We are seeking a talented Nurse to join Pharmacie de la Gare. This position offers competitive salary and benefits in Healthcare.
JOB06458,Auditor,ACLEDA Bank Plc.,Banking/Finance,Kampong Cham,Part-time,Executive,3416,5140,"English, French, Teamwork, Adobe Illustrator, Java, Adobe Photoshop",Khmer,Diploma,2025-08-16,True,We are seeking a talented Auditor to join ACLEDA Bank Plc.. This position offers competitive salary and benefits in Banking/Finance.
JOB06459,Lab Technician,Calmette Hospital,Healthcare,Takeo,Full-time,Entry Level,200,605,"SQL, Node.js, English, Adobe Photoshop","Khmer, English, Chinese",Master,2025-10-21,True,We are seeking a talented Lab Technician to join Calmette Hospital. This position offers competitive salary and benefits in Healthcare.
JOB06460,English Teacher,Institute of Technology of Cambodia,Education,Sihanoukville,Full-time,Entry Level,265,589,"Teamwork, Problem Solving, Accounting","Khmer, English, Chinese",High School,2025-08-27,True,We are seeking a talented English Teacher to join Institute of Technology of Cambodia. This position offers competitive salary and benefits in Education.
JOB06461,Warehouse Manager,Little Fashion Cambodia,E-commerce,Battambang,Part-time,Executive,2009,5782,"Adobe Photoshop, Customer Service, Video Editing, React, Java","Khmer, English, French",PhD,2025-10-08,True,We are seeking a talented Warehouse Manager to join Little Fashion Cambodia. This position offers competitive salary and benefits in E-commerce.
JOB06462,Agricultural Technician,Mong Reththy Group,Agriculture,Kampong Speu,Full-time,Senior,1581,4191,"French, HTML/CSS, Excel, Adobe Photoshop, SQL","Khmer, English, French",Diploma,2025-08-14,True,We are seeking a talented Agricultural Technician to join Mong Reththy Group. This position offers competitive salary and benefits in Agriculture.
JOB06463,Software Developer,Huione Group,IT/Software,Takeo,Contract,Entry Level,170,617,"Chinese, SEO, Project Management, Photography","Khmer, English",PhD,2025-11-01,True,We are seeking a talented Software Developer to join Huione Group. This position offers competitive salary and benefits in IT/Software.
JOB06464,Community Mobilizer,Plan International Cambodia,NGO/Non-Profit,Battambang,Internship,Mid Level,588,2230,"English, Khmer, Accounting, SEO, Photography, Video Editing",English,Diploma,2025-08-14,False,We are seeking a talented Community Mobilizer to join Plan International Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06465,Pharmacist,Naga Clinic,Healthcare,Siem Reap,Contract,Entry Level,268,1176,"React, Driving License, PowerPoint",Khmer,Bachelor,2025-08-17,True,We are seeking a talented Pharmacist to join Naga Clinic. This position offers competitive salary and benefits in Healthcare.
JOB06466,Property Manager,Khmer Real Estate,Real Estate,Kampong Cham,Full-time,Mid Level,630,1405,"Project Management, Adobe Illustrator, English",Khmer,Bachelor,2025-09-02,True,We are seeking a talented Property Manager to join Khmer Real Estate. This position offers competitive salary and benefits in Real Estate.
JOB06467,Tour Guide,Park Hyatt Siem Reap,Hospitality/Tourism,Takeo,Internship,Entry Level,372,935,"Digital Marketing, Adobe Photoshop, Video Editing","Khmer, English, Chinese",High School,2025-11-06,True,We are seeking a talented Tour Guide to join Park Hyatt Siem Reap. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB06468,Science Teacher,Zaman University,Education,Takeo,Full-time,Senior,1037,3912,"Khmer, Microsoft Office, Communication, Adobe Illustrator, Project Management",English,Bachelor,2025-09-29,True,We are seeking a talented Science Teacher to join Zaman University. This position offers competitive salary and benefits in Education.
JOB06469,Mobile App Developer,SmallWorld,IT/Software,Kampong Speu,Full-time,Entry Level,273,932,"Driving License, PowerPoint, Customer Service, Digital Marketing, React",Khmer,None,2025-08-15,False,We are seeking a talented Mobile App Developer to join SmallWorld. This position offers competitive salary and benefits in IT/Software.
JOB06470,Loan Officer,AMK Microfinance,Banking/Finance,Prey Veng,Contract,Mid Level,676,2319,"Node.js, Digital Marketing, Accounting, English, Khmer",Khmer,High School,2025-08-21,True,We are seeking a talented Loan Officer to join AMK Microfinance. This position offers competitive salary and benefits in Banking/Finance.
JOB06471,Front Desk Officer,Tara Boat,Hospitality/Tourism,Prey Veng,Part-time,Executive,2888,8951,"Social Media, Adobe Photoshop, PHP, Teamwork","Khmer, English, Chinese",Diploma,2025-11-17,True,We are seeking a talented Front Desk Officer to join Tara Boat. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB06472,Logistics Coordinator,Cambodia Post E-commerce,E-commerce,Kampong Chhnang,Contract,Mid Level,759,1362,"Teamwork, Java, Chinese","Khmer, English, French",Master,2025-10-05,True,We are seeking a talented Logistics Coordinator to join Cambodia Post E-commerce. This position offers competitive salary and benefits in E-commerce.
JOB06473,Housekeeper,NagaWorld,Hospitality/Tourism,Kampong Thom,Part-time,Mid Level,913,2341,"Adobe Illustrator, Leadership, Khmer, JavaScript","Khmer, English, French",PhD,2025-08-27,True,We are seeking a talented Housekeeper to join NagaWorld. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB06474,Warehouse Supervisor,Bright Sky (Cambodia) Apparel,Manufacturing,Battambang,Part-time,Executive,3180,7082,"SEO, Adobe Illustrator, Time Management, Excel, Teamwork",Khmer,Bachelor,2025-11-02,False,We are seeking a talented Warehouse Supervisor to join Bright Sky (Cambodia) Apparel. This position offers competitive salary and benefits in Manufacturing.
JOB06475,Sales Representative,Confirel Agriculture,Agriculture,Sihanoukville,Contract,Entry Level,268,683,"Customer Service, French, Microsoft Office",English,PhD,2025-11-25,False,We are seeking a talented Sales Representative to join Confirel Agriculture. This position offers competitive salary and benefits in Agriculture.
JOB06476,Project Coordinator,World Vision Cambodia,NGO/Non-Profit,Kampong Thom,Internship,Executive,2604,9677,"Khmer, Digital Marketing, Chinese","Khmer, English, French",Bachelor,2025-09-11,True,We are seeking a talented Project Coordinator to join World Vision Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06477,Event Coordinator,Sokha Hotels & Resorts,Hospitality/Tourism,Phnom Penh,Internship,Executive,2273,6226,"Customer Service, Video Editing, JavaScript, SQL","Khmer, English",Master,2025-10-27,False,We are seeking a talented Event Coordinator to join Sokha Hotels & Resorts. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB06478,Customer Service Representative,Sorya Shopping Centre,Retail,Kampong Thom,Part-time,Senior,1271,3076,"French, JavaScript, Digital Marketing, Problem Solving",Khmer,None,2025-09-30,True,We are seeking a talented Customer Service Representative to join Sorya Shopping Centre. This position offers competitive salary and benefits in Retail.
JOB06479,Community Mobilizer,Oxfam Cambodia,NGO/Non-Profit,Phnom Penh,Internship,Executive,2306,6723,"Data Analysis, SEO, Customer Service, Java, Social Media",Khmer,None,2025-11-22,True,We are seeking a talented Community Mobilizer to join Oxfam Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06480,Data Analyst,SabaiCode,IT/Software,Prey Veng,Full-time,Executive,2120,8704,"Accounting, PHP, Node.js, Adobe Illustrator, Chinese",English,Bachelor,2025-11-22,True,We are seeking a talented Data Analyst to join SabaiCode. This position offers competitive salary and benefits in IT/Software.
JOB06481,Architect,Muhibbah Engineering,Construction,Kampong Thom,Internship,Executive,2543,5700,"Python, Adobe Illustrator, Customer Service, HTML/CSS, Driving License","Khmer, English, Chinese",PhD,2025-08-16,False,We are seeking a talented Architect to join Muhibbah Engineering. This position offers competitive salary and benefits in Construction.
JOB06482,Safety Officer,CITIC Construction,Construction,Takeo,Full-time,Mid Level,748,1673,"Problem Solving, English, Data Analysis","Khmer, English, French",Master,2025-11-27,True,We are seeking a talented Safety Officer to join CITIC Construction. This position offers competitive salary and benefits in Construction.
JOB06483,Cashier,Chip Mong Retail,Retail,Sihanoukville,Full-time,Executive,3387,5236,"SEO, Communication, Problem Solving",Khmer,Master,2025-11-03,True,We are seeking a talented Cashier to join Chip Mong Retail. This position offers competitive salary and benefits in Retail.
JOB06484,Dispatcher,Grab Cambodia,Transportation,Kampong Chhnang,Full-time,Executive,2759,9209,"English, Video Editing, Adobe Photoshop, HTML/CSS, Python",Khmer,Master,2025-11-04,False,We are seeking a talented Dispatcher to join Grab Cambodia. This position offers competitive salary and benefits in Transportation.
JOB06485,Property Manager,Urban Living Solutions,Real Estate,Kampong Speu,Contract,Mid Level,873,2392,"JavaScript, Photography, Leadership, Microsoft Office, Problem Solving, French",English,PhD,2025-10-13,True,We are seeking a talented Property Manager to join Urban Living Solutions. This position offers competitive salary and benefits in Real Estate.
JOB06486,Driver,Grab Cambodia,Transportation,Kampong Thom,Part-time,Senior,1885,3093,"Adobe Illustrator, Data Analysis, Accounting, Project Management, Social Media, French","Khmer, English, Chinese",Diploma,2025-09-07,True,We are seeking a talented Driver to join Grab Cambodia. This position offers competitive salary and benefits in Transportation.
JOB06487,Site Engineer,China State Construction Engineering Corporation,Construction,Battambang,Full-time,Executive,2577,7500,"Accounting, JavaScript, Node.js, Leadership",Khmer,High School,2025-10-04,True,We are seeking a talented Site Engineer to join China State Construction Engineering Corporation. This position offers competitive salary and benefits in Construction.
JOB06488,Event Coordinator,Siem Reap Taxi Service,Hospitality/Tourism,Battambang,Contract,Senior,1191,3086,"JavaScript, Accounting, React, Social Media, Photography, SEO","Khmer, English, French",Master,2025-09-02,True,We are seeking a talented Event Coordinator to join Siem Reap Taxi Service. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB06489,Inventory Coordinator,Sorya Shopping Centre,Retail,Prey Veng,Part-time,Executive,2661,7346,"English, Node.js, Excel, Photography, Problem Solving","Khmer, English, Chinese",Diploma,2025-09-03,True,We are seeking a talented Inventory Coordinator to join Sorya Shopping Centre. This position offers competitive salary and benefits in Retail.
JOB06490,Science Teacher,Institute of Technology of Cambodia,Education,Kampong Cham,Full-time,Mid Level,888,1388,"Photography, Video Editing, Problem Solving, HTML/CSS","Khmer, English, French",PhD,2025-08-12,True,We are seeking a talented Science Teacher to join Institute of Technology of Cambodia. This position offers competitive salary and benefits in Education.
JOB06491,Real Estate Agent,Chip Mong Land,Real Estate,Kampong Cham,Full-time,Senior,1796,3525,"Data Analysis, Python, React","Khmer, English, Chinese",Diploma,2025-09-12,True,We are seeking a talented Real Estate Agent to join Chip Mong Land. This position offers competitive salary and benefits in Real Estate.
